Sentence,hate_label
"Condragulations,
you're the winner
of this week's challenge.",0
"Yes, honey,
she is one smart cookie.",0
Get it?,0
"You've one $3,500
of innovative eyewear
from Bradley Kenneth.",0
Wow!,0
Ah!,0
"Now all the other girls
can see what I can do.",0
"I feel like everyone knows
I'm a girl to beat.",0
"And avoid
when she's on wheels.",0
Acid Betty.,0
You're safe.,0
"Thank you, Mama.",0
"Cynthia Lee Fontaine,
your Ginger Snap was loca,
but the judges were not crazy
about your roller girl.",0
"I'm sorry, my dear, but you are
up for elimination.",0
"Aw, chica.",0
"Robbie Turner,
your Macaroon
was not coconut-y enough.",0
"Derrick Barry,
your Ginger Snap
did not snap, crackle, or pop.",0
Girl.,0
"Robbie Turner,
I'm sorry, my dear,
but you are
up for elimination.",0
Ooh!,0
Dang it!,0
"Derrick Barry,
you are safe, but...
you better work, bitch.",0
You want a Maserati?,0
"Cynthia Lee,
Robbie,
now it's your choice.",0
"Do you want to lip sync
in heels or wheels?",0
Heels.,0
Wheels.,0
Grilled cheeses.,0
Take the wheels.,0
Two queens stand before me.,0
"Prior to tonight,
you were asked to prepare
a lip sync performance
of ""Mesmerized""
by Faith Evans.",0
"Ladies,
this is your last chance
to impress me
and save yourself
from elimination.",0
"The time has come...
For you to lip sync...
for your life.",0
I deserve to be here.,0
I'm not going.,0
"Good luck
and don't fuck it up.",0
"You ever heard
about that thing?",0
I mean that real thing?,0
"You don't know
What you do to me,
do to me
Let me tell you
How ya make me feel
My heart is on fire since
you put that thang on me
Oh-oh
You put that thang on me,
baby
I'm the star right now.",0
"Everybody is mesmerized
about my cuckoo and my dance.",0
Koo koo kachoo.,0
"Baby, I'm spellbound
I'm floating on cloud nine
I can't even sleep
Boy, you got me weak
My heart is on fire
See, now, that's why
we can't have nice things.",0
"Am I the first girl
that's ever
broken a light
on the runway?",0
I'm gonna say yes.,0
"You don't know
What you do to me,
do to me
Let me tell you
Cynthia's serving us,
but Robbie's on wheels!",0
Ah!,0
I don't know!,0
"My heart is on fire since
you put that thang on me
Oh-oh
Yeah!",0
Whoo!,0
"Yes, bitch, work.",0
"Ladies,
I've made my decision.",0
"Robbie Turner...
shantay, you stay.",0
Thank you.,0
Thank you.,0
"Cynthia Lee Fontaine,
Puerto Rico, Austin,
Santee Alley,
and now the world.",0
Keep spreading your cuckoo.,0
Words to live by.,0
"Now, sashay away.",0
I love you.,0
Thank you.,0
Thank you.,0
Whoo!,0
Thank you.,0
Love you.,0
"See you soon, mis amores!",0
"Ciao, muchacha.",0
"I feel sad,
but, at the same time,
I don't have any regrets.",0
"I would like
to encourage everybody,
don't stop believing.",0
"Even if you are the only one
that believes in yourself.",0
"This is Cynthia Lee Fontaine,
#MisAmoresCuckoo.",0
"Condragulations,
my queens.",0
"Why'd she take
her skirt off?",0
"If you can't love yourself,
how in the hell you gonna love
somebody else?",0
Can I get a Amen up here?,0
both: Amen!,0
"All right,
now let the music play.",0
"Dance for life
Die tomorrow,
live tonight
Die tomorrow
Thanks for watching,
roller squirrels.",0
"Next week the tide is high,
'cause Blondie is here.",0
Is the train still running?,0
"Previously on
""RuPaul's Drag Race""...
Oh, hi there.",0
"Double elimination
left a void that
I've decided to fill with...
Bitches, I'm back!",0
Yeah!,0
Naysha Lopez.,0
"For this week's maxi challenge,
you'll be acting
in ""RuCo's Empire.""",0
Whoo!,0
Cue the drama!,0
both: Action.,0
Thi...,0
Iss.,0
"I'm a strong
gay woman!",0
Okay.,0
"Please, sir, empty your--
Please, ma'am, will you empty
your pocketbook?",0
Gah!,0
Uh-oh.,0
"I feel like you're coming out
and these clothes
are wearing you.",0
"I'd love to see you show me
that you do have soul.",0
"Bob The Drag Queen,
condragulations,
you're the winner
of this week's challenge.",0
"Oh, yes, she did.",0
"Shantay, you stay.",0
"Cynthia Lee Fontaine,
sashay away.",0
"Adios, Cucu!",0
"# #
Whoo!",0
Uh-uh!,0
Aw.,0
Cucu.,0
Cynthia just got eliminated.,0
"My continental Puerto
Rican sister's gone.",0
I'm really sad.,0
"""Don't give up.",0
"Love you.""",0
Isn't the sweetest?,0
I can't wait to see her again.,0
"You want her to come
back then?",0
"Derrick,
let's not get crazy.",0
"Okay, she funny.",0
"Cynthia is so loveable,
but girl,
that may have been
the worst outfit
in ""Drag Race"" history.",0
"Alyssa, you're safe.",0
"And those
jogging shorts she had on?",0
Red stockings?,0
"Going out looking like
Sofia Vergara's
less fortunate cousin,
the one she don't
send money to.",0
"I think it was legendary
that you freaking did
a lip-synch
for your life with skates.",0
"Well--
Bitch, you killed that
shit.",0
"Actually, I'm feeling shaken
in this competition right now,
and the thing
that I know I can do--
acting,
I fail at?",0
"I'm feeling
really disappointed in myself.",0
"I think I got good critiques,
like, we're seeing
something different,
but then I got told
from Michelle
that I don't
really have a soul.",0
"Michelle said
you don't have soul.",0
"She didn't say
you don't have a soul.",0
"Then I'll
just start twerking.",0
"Come on,
barry bootie challenge.",0
Is that my soul?,0
"Come on, barry bootie.",0
"They don't want you to be--
Girl,
she ain't getting it.",0
Betty has soul.,0
"This is Betty's character
that she created.",0
"What you don't realize is
Betty doesn't have a character.",0
This is just Betty.,0
"Yeah, you really
need to find, like, who you are.",0
That's not Britney Spears.,0
"I still don't get a sense
of who Derrick Barry is
as a drag queen,
aside from the fact that
he does Britney impersonation.",0
"He needs to find ways to
take his drag much further.",0
"That could be a big problem
for Derrick as we move forward,
and we're moving forward,
honey.",0
"The train's pulling out
of the station.",0
"Oops, I did it again.",0
"All aboard
for a brand-new episode
of ""RuPaul's Drag Race:
Ruvealed.""",0
Are you ready to rock out?,0
With my cock out?,0
Uh-huh.,0
Tonight my girls form bands.,0
"It's gonna get punky
yet funky.",0
"Yes, god!",0
Chris Stein and Debbie Harry.,0
Legendary!,0
"# May the best woman
# Best woman win
Hey, everyone.",0
"Walk into the room
purse first.",0
Purse first.,0
Purse first.,0
Purse first.,0
"Ah, walk into
the room purse first.",0
Clack!,0
"She is determined
to make that happen.",0
"Commit, baby.",0
"She done
already done had herses.",0
"Hey, rock lobsters.",0
Hey!,0
"One way or another,
you've got to rock the Casbah,
and when the tide is high,
girl,
I know what boys like.",0
Boys like me.,0
What?,0
"Hello, hello, hello.",0
"Now long before I became
supermodel of the world,
I was in a punk rock band
called Wee Wee Pole.",0
"Honey, you can't make
this stuff up.",0
"I was inspired by bands
like the B-52s...
Yeah!",0
"Wendy O. Williams...
Whoo!",0
"And my all-time favorite...
Blondie.",0
Yes!,0
"Now for this week's
Maxi Challenge,
you're going to form
your own new wave band.",0
#NewWaveQueens.,0
Hey.,0
"Okay, she is giving me
flashbacks.",0
"Working in teams of three,
you'll be writing lyrics
to original retro tracks.",0
"You need to create
a unique style
using clothes, shoes,
and accessories
provided by
Out of the Closet thrift stores.",0
"And tomorrow, in front
of an audience of groupies,
you'll be performing live.",0
"Yes, live,
as in living!",0
"You all
form your own bands.",0
Anarchy!,0
I love these bitches.,0
This is our team.,0
Team Best Friend Race.,0
You want to do New York?,0
Oh.,0
Yeah!,0
Team New York.,0
Aka the Big Adam's Apple.,0
"The third team
just seems like
leftovers
just formed together.",0
"Now there are three
different tracks:
punk, synth, and party.",0
Party.,0
"You guys
figure out who gets what.",0
"And on the runway,
the category is neon realness.",0
"Gentlemen,
start your engines,
and may the best woman rock!",0
"All right,
let's make a case.",0
We want punk.,0
"Kim, Robbie,
and I choose punk
because we don't want
to give the judges
something
they've seen before.",0
"We want to
really rough it up.",0
We want party.,0
And we also want party.,0
We also want party.,0
"Okay, let's everyone
in their group
individually say what you want.",0
"I definitely,
definitely want party.",0
Party.,0
Party.,0
Party.,0
"And what do you guys
want in your group.",0
Party.,0
I want party.,0
Synth.,0
"'Cause it has soul,
it has rhythm.",0
"See, and I felt like
that about this.",0
"Now I will say this group
is unanimous on party,
and you guys
are not unanimous on party.",0
Oops!,0
"Come on, head game.",0
"There's, like,
this turmoil between
Chi Chi and his group,
so we kind of, like,
pit them against each other.",0
"I just don't
want you guys to fight.",0
"I don't want
Chi Chi to be upset.",0
"I genuinely don't think
that your group
will be as strong
with this
'cause you were like,
""I want synth.""",0
"You got to turn 'em
against themselves.",0
Just get some water.,0
"Scheme queen,
scheme!",0
"We're gonna go with synth,
and you guys go with party.",0
All right.,0
Thank you so much.,0
"Derrick and I,
being team players,
decide we're
gonna go with synth.",0
Let's make it work.,0
"Girl, we are art.",0
That's fine.,0
You can be art.,0
"Art, art, art,
art, art.",0
"Art, art,
shekat-kat-boom.",0
"Oh,
shika-kat-kat-ki-kat.",0
"Okay, see now they just
showing off.",0
"Mm, mm, mm.",0
"I hope
that's not their song.",0
"If that's their song,
that sucks.",0
I got an idea.,0
"What we do is...
we incorporate shapes.",0
"I'm circle, you're triangle,
and you're square.",0
That's cool.,0
I'm an hourglass.,0
"Oh, ow.",0
"I think our costumes
should be that shape,
you know what I mean?",0
"Like, cardboard cut-out
geometric shapes.",0
"Yeah, no.",0
"We should just be,
like, this is our head,
this is our hands.",0
"I'm not surprised Chi Chi
came up with this concept.",0
"This is, like,
a girl that shops at Michael's
for every outfit
that she owns.",0
"Just thought
we'd come on stage dressed like
a square, a circle,
and a triangle.",0
"To me, that would be
more visually appealing.",0
No.,0
"Naysha's already gone
home once.",0
"Derrick just got clocked
by the judges,
and I sure in hell
don't want Michelle
calling me basic again.",0
"We all need
to step our game up.",0
"I don't want
to help you guys,
but the genre in which you guys
are doing of synth
was all about
geometrical shapes, oddness.",0
"Klaus Nomi was, like--he was
a walking triangle.",0
"But, I mean,
we can be fashionistas.",0
That's fine.,0
"If you could show me something
that's not a cardboard box
on my body then
I want to see it.",0
I'm with Chi Chi.,0
"Acid Betty, seriously?",0
Shut the fuck up.,0
"And you're the oldest one
in the bunch,
you should know better.",0
"Thanks, Betty.",0
"Coming up...
Thorgy, is that not funny?",0
No.,0
Thorgy is driving me crazy.,0
"Do you not see yourself
all over the song?",0
"New York is in a bumpy state
of mind right after this.",0
Welcome back.,0
Who's ready to get punked?,0
We have to make it funny.,0
"Right, absolutely.",0
Yeah.,0
"This week's Maxi Challenge
is to form new wave bands.",0
"We have to write lyrics
and perform our track live.",0
"What if we just
wrote something, like,
just completely,
like off the cuff.",0
"Like, I don't know,
chicken wings.",0
"Uh-huh, tell it, girl.",0
It could be our thing.,0
That could be cute.,0
"The other team,
like, I don't--
Kim Chi and Robbie
as punk?",0
"When I look at Kim Chi,
Robbie, and Naomi,
I sure as hell
don't see no punk.",0
And then chicken wing.,0
"Maybe our song is, like,
something hot and spicy.",0
Louisiana's finest.,0
Barbeque.,0
"You're a punk group,
and you're gonna scream
about chicken wings
and dipping sauces?",0
Let's go chicken wings.,0
"Nothing about this
is finger-licking good.",0
That group is gonna lose.,0
"Like a Stepford Wife,
your fantasy.",0
"Or why don't you say,
""I'm not a Stepford Wife.""",0
"Oh, that's good.",0
"I'm, like,
really excited about this.",0
"Well, Chi Chi
will help us soul this up too.",0
Yeah.,0
"I feel like Chi Chi doesn't
really want to be in our group.",0
His energy is really off.,0
"I know
y'all want to work together,
but I have, like,
no look for neon couture,
so could I, like, go over
and cutout something real quick?",0
"Oh, Lord.",0
"Well, that sucks.",0
"You could be square, now,
just don't be a nun
Chi Chi,
how did that sound?",0
"Chi Chi, were you
listening, or no?",0
It was good.,0
"Yeah, I think that's cool.",0
"And if he doesn't like it,
he can change it.",0
"Girl,
it's a group challenge.",0
"Engage...
because that's what you do
when you're on a team.",0
Where did Chi Chi go?,0
Queen gone rogue.,0
Oh.,0
Wait.,0
"So I'm working
on my runway outfit
because these bitches
have fabulous costumes,
and I'm gonna walk
out in a neon bathing suit.",0
"So if it seems like
I'm a little worried, I am.",0
And that's why I'm quiet.,0
"I'm distancing myself
from the girls,
but you know what?",0
I'ma work this shit out.,0
Peace.,0
I believe her.,0
"All right,
let's keep writing.",0
"How about the first line
is what's that smell?",0
"Hm, love it.",0
"'Cause we're singing about
street meat.",0
You're right.,0
You're right.,0
You're right.,0
You're right.,0
You're right.,0
You're right.,0
It's quicker.,0
You like to explain it.,0
Yeah.,0
"When we go ""yes,""
you don't have to convince us.",0
"And we just laugh
because you're--you--
I just--
'Cause we go like this,
""Yeah,"" and you go,
""It's so much simple, and,
""you know, I thought about it,
and you go like this.",0
"""And there's a four-count,
and a four-count are so much
better than a three-count.""",0
Yeah.,0
"You're not
the most time-efficient.",0
"I'm very detail-oriented
and neurotic.",0
"My process is,
like, I sit there and examine
every little tiny thing,
tear it all apart,
and put it back together.",0
"This is where the big
black beans could come in.",0
You see what I mean?,0
No.,0
"Thorgy, is that not funny?",0
"Come on, that is--
Uh, no,
I don't think it's funny.",0
What?,0
"What sets me off
is this sound...
Ugh.",0
Ugh.,0
"Oh, my God.",0
"She's putting the ""ugh""
in Thorgy.",0
"I have an ear for music,
rhythm, and, like, beats.",0
"I'm a professionally trained
violinist, violist,
and cellist, so, like,
I have a very critical ear.",0
Don't argue with me.,0
"I just wish you would trust me
when I say, like, a suggestion.",0
We do.,0
We do trust you.,0
"Do you not see yourself
all over the song?",0
"All right,
now I know
that I can't even
speak without being attacked.",0
"She's feeling
very attacked.",0
Thorgy is driving me crazy.,0
"She's not contributing
as much as she's negating.",0
"I'm actually
holding back, like, 94%
of, like, what
I actually want to say.",0
"Thorgy, I really
love this drape-y fabric on you.",0
Thank you so much.,0
"Oh, and then the other group's
trying to sneak in
and break down our defenses.",0
Is it an actual cardigan?,0
Just a simple scarf.,0
"Thorgy, you are
so easily distracted.",0
"Oh, my God.",0
"And they're looking for
the easiest chink in our armor,
and it's Thorgy.",0
"Thorgy...
Sabotuer!",0
Hi.,0
Hey.,0
They keep changing my lyrics.,0
"My lyrics are so good,
and they're like,
""Let's change it to this,""
which is, like, idiotic--
Thorgy,
stop talking to them!",0
Jesus.,0
I'm just over it.,0
Whose team are you on?,0
"Like, are you working
with the chicken wings
or whatever their fucking
names are?",0
You guys are so fun.,0
"Like, that's hilarious.",0
"Team New York is in
a small, little boat,
and it's got a hole,
and it's sinking.",0
"I really think you're trying
to, like,
destroy the process almost.",0
I'm really not.,0
"Now you're being
dramatic, Bob.",0
Yes!,0
Thank you!,0
He's being so dramatic!,0
Bob?,0
Dramatic?,0
Never.,0
"Those bitches
are going down.",0
Coming up...,0
"Right now it's just
reading as, like, cheesy.",0
"I just don't know
what you're saying.",0
"You don't understand
what I'm saying?",0
No.,0
"I think I may have just,
like, cost us this challenge.",0
We'll be right back.,0
"Welcome back, Pop-Tarts.",0
"It's time to get cookin'
in the studio.",0
Hi.,0
"Hi, ladies.",0
"Ru hooked us up
with a Lucian rehearsal
for this challenge,
and my team is up first.",0
"Let's go ahead and see
what you've put together so far.",0
"There's a lot of pressure
on me for this challenge
because the judges weren't crazy
about my performance last week,
and I feel like this character
is gonna show them
that I do have soul.",0
Here we go.,0
Cue music.,0
"We are the girls
of geometry
I'm not a Stepford Wife,
I'm your fantasy
Whoa.",0
Derrick.,0
Just stop.,0
That--that's good.,0
"It might be fun for you guys
to maybe talk-sing some of it
because you're not, like,
incredible vocalists.",0
"Um, okay, let's try that.",0
Cue track.,0
"We are the girls
of geometry
Shapes and sizes
is what we bring
Stop.",0
Stop for a second.,0
You're still singing.,0
Oh.,0
"And we were just talking about
talking instead.",0
Okay.,0
Talk.,0
"It's...
We are the girls
of ge-om-et-ry
Yeah, more like a rap.",0
Y'all wanted some soul.,0
Don't get mad at her now.,0
"I want to be
a pop star of drag,
and I feel like now that
I'm given the singing challenge,
this is my time
to put everything out there.",0
"Really want me,
it's so plain to see
Rectangle girls
of the world.",0
Yeah.,0
You're getting what I'm saying.,0
Kind of catching on.,0
That's awesome.,0
"It's my advice that you
two listen to Chi Chi.",0
"She really gets what I'm saying
in terms of the arrangement.",0
"I really appreciate that you,
like, already
in one take
did kind of what I was saying,
so...it's really cool.",0
"Mm, they didn't
see that coming.",0
"Hey, bone collectors,
we're Les Chicken Wings,
and we've got a bone
to pick with you.",0
"Think you're hot,
but you're not
Think you're turned,
you're just burnt
Okay, they cute.",0
Right?,0
"The biggest thing
is to figure out
that punk attitude.",0
Yeah.,0
"So when you perform this,
it's gonna have to be
times ten
of what you're doing right now.",0
Right.,0
"So I want to hear
a little anger.",0
"I'm gonna have
each of you give me,
like,
a loud, primal scream.",0
"Oh, boy.",0
"Naomi, you first.",0
Okay.,0
You're smiling.,0
You're so happy.,0
"Come on, anger.",0
Kim Chi?,0
Robbie?,0
"Somebody just
snatched your wig,
tripped you,
and stole all your heels.",0
"Finally, advice
we can all understand.",0
Let it out.,0
"So we're trying
to be punk and angst-y,
but it was not working,
and I'm feeling the pressure.",0
"I have been on
the bottom of the game,
so I need this win
more than anybody else
in this competition.",0
"Then you best
snatch it.",0
"Punk it up, lady.",0
"How are you feeling song-wise,
lyrics and everything?",0
"I love it, anyway.",0
It's good.,0
It's good.,0
What's wrong?,0
We love it.,0
"So wait, you're not
all on the same page with it?",0
We are on the same page.,0
We are.,0
We are.,0
We are.,0
We are.,0
We are.,0
Thorgy just talks like that.,0
"We are, but she's, like...
That's how she talks.",0
Literally nit-picking.,0
"But we have a final product
that we're all happy with.",0
We're good.,0
"Churl, I'm just over it.",0
"I can't argue
with Thorgy anymore.",0
"I think we got
a dream team here.",0
Here we go.,0
Cue track.,0
What's that smell?,0
"We got
something to sell
all:
It's called street meat
You can shop around
the prices can't be beat
Ow!",0
"The only thing I would say
is that it was very character-y
and almost theatrical
instead of cool,
'80s, new wave vibe.",0
All right.,0
Cue music.,0
"It's called street meat
Whoo!",0
"No need to yell
All right, all right.",0
"Stop, stop, stop, stop, stop.",0
"So this is what
I'm talking about.",0
"You're saying it exactly the way
you'd say it in a musical.",0
What's that smell?,0
"That sort of doesn't have
the cool, B-52s' vibe.",0
"Right now
it's just reading as,
like, cheesy,
and you're just like, ""Ehh.""",0
"I think the B-52s
are kind of cheesy.",0
"The B-52s are just
one example of a party band.",0
"I'm just trying to direct
you to be more cool
because that's
what this era was about.",0
"That's how
they sound to me.",0
"What do you mean by
""more cool""?",0
"I don't get that feel
from our track.",0
Am I alone in this?,0
Really?,0
No one?,0
"Girl, you got to listen.",0
"Open the ears,
close the mouth.",0
"He's telling us to lay back,
stop be so,
""Hey, girl,
yeah, whoo, yeah!""",0
"I just don't know what
you're saying, Lucian, baby.",0
"Ooh, she feeling
some kind of way.",0
"You don't understand
what I'm saying?",0
No.,0
"It's just about creating
your own style.",0
"Like,
even someone like Lorde.",0
I hate her.,0
I can't with her.,0
Okay.,0
"Well--
I'm just telling you,
she has her style.",0
"When you think of Lorde,
I think of, like,
apathetic teenager.",0
Av--Ooh.,0
I'm just trying to help you.,0
I guess so I'll be Lorde.,0
"It's very surprising
that any queen
would come for me
because I'm gonna
be judging these bitches.",0
What he said.,0
"I'm not saying
to be Lorde.",0
"I'm not saying
to be the B-52s,
but it can be
some other sort of melody
that is your thing.",0
"It's like,
""You're not the B-52s,
but how would B-52s say it?""",0
"Is what it sounds
like to me.",0
"Oh, my God.",0
"You are embarrassing us
in front of a judge.",0
"If we're in the bottom,
Bob is going home, not me.",0
"I know I shouldn't
be arguing with Lucian.",0
"I know I shouldn't be,
but I'm already in argument-mode
because Thorgy has got me
at the very edge of the cliff.",0
"Lucian's just
an innocent bystander.",0
"I think I may have just,
like, cost us this challenge.",0
"Drag is not
a cheap profession.",0
It's really not.,0
I know.,0
"You got to do
what you got to do to live.",0
"Do you have enough
to, like, live off of?",0
"We were always
fortunate kids,
but we didn't have
a lot of money growing up.",0
"So when I got
out of high school,
I started getting
all these loans
and just started
trying to find money.",0
Yeah.,0
"And now I'm going
through a bankruptcy.",0
The struggle is real.,0
Wow.,0
How much is your debt?,0
"It's, like,
in the tens of thousands.",0
"I work two jobs washing cars
and checking
out people's groceries.",0
"Being broke is
a hurting feeling.",0
"People say they don't have
a dime to their name,
but when you literally
don't have a dime,
you taking all your
shitty shit to the Coinstar
to, like--
just to get $5.00,
like, I don't think
these girls understand that.",0
"Not having the money
to buy fabric
and all that kind of stuff,
I just use what I got,
and that's where I find
myself saying, ""Oh, I'm here
for the $100,000,""
you know what I mean?",0
Yeah.,0
"When I want to be here
for the experience,
but in the back of my mind,
I just feel like
I need money,
and it's not all
about money all the time.",0
"That's exactly why the stakes
in this competition
is so high to me.",0
"It's not an option
for me to fail.",0
"Chi Chi does a lot
with very little.",0
"I'm gonna put my hair up
and do my makeup,
like, immediately.",0
"Yeah, I am too.",0
"I'm always,
like, the last person
running around
with my head cut off.",0
And yet you still win.,0
Every time.,0
I've never won.,0
"Frida Kahlo
got a special mention.",0
"Yeah, a special mention...
That was winning.",0
"That I was good
at the dance challenge
but didn't win,
but I was top,
and then we did
the acting challenge,
and I was, like--they were like,
""You were really good,
but--""
Yup.",0
"I feel like
I'm the Susan Lucci.",0
Come on.,0
Susan?,0
"I'm the Susan Lucci
of the season.",0
"I nailed the ""Empire""
acting Challenge,
and I was safe.",0
"Bob wore literally
a $20 Halloween costume
that was falling apart,
and she won.",0
"And, like, Bob is funny,
but so am I.
I'm just not
as loud and annoying.",0
"Girl, snap, hello.",0
You floored us.,0
We couldn't stop watching you.,0
"Bob, you win.""",0
"It seems
like Bob and Thorgy
are in a competition
of their own,
and somebody's feelings
are inevitably
going to get hurt.",0
"Welcome to ""RuPaul's
Best Frenemies Race""?",0
"all:
We are street meats
This is epic.",0
"Welcome back
to Doll-a-palooza.",0
Wristbands.,0
Show me your wristbands.,0
"This moment gags me
every time,
because we never know
what she's gonna give us.",0
"Cover Girl,
put the bass in your walk
Head to toe,
let your whole body talk
And, what?",0
"Welcome to the main stage
of ""RuPaul's Drag Race.""",0
"Michelle Visage,
are you ready to get punked?",0
I am indeed.,0
"And Lucian Piane,
did my girls rock your world?",0
"They did, Ru.",0
"And the co-founder
of Blondie, Chris Stein.",0
"I hear you're a fan
of the show.",0
"I watch everything
religiously.",0
And I must be dreaming.,0
"It's the legendary
Debbie Harry.",0
So happy to be here.,0
"I'm always touched
by your presence, dear.",0
"Seriously, bow down.",0
"That is my goddess
right there.",0
"Form new wave groups
and perform original songs
in front of a live audience.",0
"Gentlemen,
start your engines,
and may the best woman win.",0
Welcome to She-BGB's.,0
"Hitting the stage,
it's Street Meatz.",0
What's that smell?,0
"We got something to sell
It's called street meat
No need to yell
With your wife
on vacation
No need for a reservation
Hey, you're just in luck
'Cause we'll
quench your thirst
And we'll fill you up
We are street meat
Savory and sweet
Sold on the street
Shop around,
our prices can't be beat
When you leave the club
Or a New York bar
You got an appetite
And you see our rockin' car
Ah!",0
"Order three or four
Or even more
Whoa!",0
"all:
A line down the block
We're serving big black
Beans.",0
"Oh, 'cause see now
she just made me hungry.",0
"all:
Savory and sweet
Sold on the street
Shop around,
our prices can't be beat
Ladies and gentlemen,
make some noise
for Dragometry.",0
Dragometry?,0
I'm ready.,0
"We are the girls Dragometry
All shapes and sizes
are what we bring
Rectangle girls
of the world
Oh, my god.",0
"I'm every girl
in a circle I run
You could be square hun,
but don't be a nun
all:
We just want to celebrate
Rectangle girls
of the world
No matter the size,
no matter the shape
You may be shaped
like a bumblebee
But you're beautiful, girl,
just love your body
all:
Rectangle girls of the world
You want to be seen
like a girl on TV
I'm not a Stepford Wife,
I'm your fantasy
all:
Rectangle girls of the world
We brought it, girl
Yeah, we won't
give you lies
I'm straight to the point
and I'm sharp as a knife
Get out of the box,
don't be so uptight
all:
Rectangle girls of the world
Come through,
cardboard head.",0
"Thank you, thank you.",0
Be different.,0
Love yourself.,0
'Cause if you can't--whoa!,0
"Lick your fingers
and put your hands together
for Les Chicken Wings.",0
Are you guys ready to rock?,0
"Hey, bone collectors.",0
We're Les Chicken Wings.,0
"And we got a bone
to pick with you.",0
That's Honey Dijon.,0
That's Honey Habanero.,0
That's Honey Mustard.,0
"I just want you
to be hot and saucy
All you ever gave was
Bitch or bossy!",0
I can relate.,0
"I'm a drag queen,
you're a piece of trash
I don't need you,
just leave some cash
Now get out before
your face gets a smash
Yeah!",0
"I was ready for some
hot and crispy
All you ever said was
Girl you're lisping!",0
"You can say good-bye,
leave me to cry
Suck my bones dry,
nibble on my thigh
Said you liked the leg
all:
But that's all a lie
I was craving you
to be thick and meaty
In the bedroom you said
You're young and needy
Thought you were it,
but you're just really bad
Sad
Mad
Yass!",0
Buy our vinyl in the back!,0
Coming up...,0
This thing is mind-blowing.,0
"What concerns me is
the attitude a little bit.",0
Clot.,0
Be right back.,0
Welcome back.,0
Don't blink.,0
"High-speed runway
starting right now.",0
"Category is:
Neon Queen Realness.",0
"Derrick Barry,
heart of glass,
ass of silicone.",0
She could swim in that.,0
Naysha Lopez.,0
Day-Glopez.,0
Now you know.,0
Uh-huh.,0
"Chi Chi DeVayne
from the Bayou Country.",0
Whip it good.,0
Uuh.,0
Kim Chi.,0
I love cabbage.,0
Yes.,0
Me too.,0
Robbie Turner.,0
"I don't know nothing
about birthing no babies.",0
Naomi Smalls.,0
"Honey, she is serving
Billy Jean Queen.",0
Yum.,0
Acid Betty.,0
Nosferatu goes to Fiorucci.,0
Bring back my gills.,0
"Thorgy Thor,
thoroughly modern Thorgy.",0
Yeah.,0
Absolutely.,0
"Bob The Drag Queen,
not to be confused
with Bob the cable guy.",0
"Bob, how's your head?",0
No complaints.,0
"Welcome, ladies.",0
I've made some decisions.,0
"Les Chicken Wings,
the crowd ate you up,
but one of you was
finger-licking great.",0
"Robbie Turnter,
condragulations,
you are the winner
of this week's challenge.",0
Yes.,0
"You'll receive a wig wardrobe
from Weaven Steven.",0
"This is, like,
so huge to me
that you're in the room,
Ms. Debbie Harry.",0
"Like, I have a poster
that was above my bed,
and my parents really thought
I was straight for a minute.",0
You mean I was a beard?,0
"The three
of you may leave the stage.",0
"Thank you,
Marie Aqua Net.",0
"Now it's time for
the judge's critiques.",0
"Come on,
rip 'em to shreds!",0
Bob The Drag Queen.,0
"Hi, Bob.",0
"Hi, Lucian.",0
"Can I just say
before we get started,
yesterday,
I wasn't the kindest to you,
and that's not me,
and I apologize.",0
What was going on?,0
"I wasn't really understanding
the references he was giving me.",0
"Then I was like, ""Well,
I don't even like that artist.""",0
Who was the artist?,0
It was Lorde.,0
"Oh, well, you're in luck.",0
She's our guest judge next week.,0
Whoo!,0
"Well,
I accept your apology,
and, today,
I was impressed,
especially with
the black beans line.",0
"I really highlighted
your character.",0
Great job.,0
"I think ratchet
drag is your thing,
but I am in love
with the way you look tonight.",0
Thank you.,0
"It's in the step
in the fashion direction.",0
"Less ratchet, more fashion.",0
"But you have to stay
professional at all times,
no matter
how pissed off you are.",0
Wisdom!,0
"And I'm not
talking about teeth.",0
"Hey there, Thorgy girl.",0
"I'm not crazy
about this look tonight.",0
This is going on.,0
This is going on.,0
This is going on.,0
"This is--
There's just so much
that I'm losing you.",0
"Sometimes a queen
can have on too much.",0
I ain't wrong.,0
"Next up, Acid Betty.",0
This thing is mind-blowing.,0
This is epic.,0
"I mean, did you actually
make that wig yourself?",0
"I made everything you see
but the shoes, yeah.",0
Wow.,0
Very good.,0
"Style praise
from Debbie Harry?",0
"Epic
Than I did Acid Betty.",0
"I didn't get
why everybody else kind of
went crazy new wave,
and you went '50s.",0
"It made me feel
that you weren't in your element
for the first time.",0
"Oh, okay.",0
"I totally felt like I was,
so that's weird
that you felt that way.",0
"Up next,
Hey, Derrick
Your makeup
made me so happy.",0
"I did not see a trace
of she-who-shall-not-be-named.",0
Yes.,0
"Tonight on the runway,
do you look pretty?",0
"Yes, but I'm still waiting
for that breakthrough.",0
"I'm hearing
Britney Spears a lot,
but I--when I saw you
with the bangs
I thought you could do Debbie.",0
"Maybe you should audition
for the movie.",0
Oh.,0
Wow.,0
Call my agent.,0
"Well,
you have a terrific voice.",0
Thank you.,0
"But you were kind of,
like, disappointing
as a performer.",0
"I don't know what's
happening in your head
because you're not
giving us 100%.",0
